,user_id,lgb
991,1223,"[975588, 1005609, 10198378, 866292, 856888]"
992,1224,"[827683, 891542, 1013999, 911622, 980644]"
993,1225,"[863762, 854373, 961620, 1019637, 1095710]"
994,1226,"[6463445, 9837092, 1095906, 906335, 914753]"
995,1227,"[1053690, 1133018, 1058997, 840361, 5568378]"
996,1228,"[983795, 8019186, 900418, 1137680, 1021519]"
997,1229,"[1037332, 7467026, 957422, 7467081, 1068750]"
998,1231,"[1110142, 1088448, 961991, 1105506, 851508]"
999,1234,"[1042702, 8090556, 888054, 1044971, 908089]"
1001,1236,"[999971, 986869, 969419, 925178, 1037840]"
1002,1238,"[994223, 1074040, 858918, 926033, 7169088]"
1003,1239,"[948832, 1127624, 1061688, 947201, 891118]"
1004,1240,"[856345, 865718, 10457044, 1044259, 1049906]"
1007,1244,"[1118235, 6979518, 1007210, 13008321, 1093603]"
1008,1245,"[987838, 969866, 1039028, 936117, 874149]"
1009,1246,"[877662, 923767, 1034134, 862822, 862070]"
1010,1247,"[1034955, 921504, 1117690, 984411, 1138631]"
1011,1248,"[914753, 941183, 888054, 948665, 865511]"
1012,1250,"[1028960, 844179, 916122, 1044078, 12263692]"
1013,1251,"[901067, 1031083, 881154, 1126899, 982790]"
1014,1252,"[1119946, 852303, 12263364, 1137540, 828370]"
1016,1255,"[834103, 947798, 1061220, 1056509, 1062782]"
1017,1256,"[7115628, 9837092, 943393, 828278, 1000542]"
1018,1258,"[1079541, 1035715, 821787, 944809, 9527174]"
1019,1259,"[6533608, 916993, 1083493, 1037332, 964004]"
1020,1260,"[949257, 867469, 9487534, 913406, 958153]"
1021,1261,"[840227, 1113651, 937555, 1056212, 1068291]"
1022,1263,"[1011298, 976214, 871722, 13381540, 7167837]"
1023,1264,"[1039126, 896611, 1083787, 6979579, 916990]"
1024,1265,"[1042544, 1054402, 1046968, 1121624, 1028885]"
1025,1266,"[8203851, 13003094, 13002864, 849843, 1139702]"
1026,1267,"[13842090, 13842214, 1036699, 1008750, 922092]"
1027,1268,"[13008334, 1110244, 915459, 904435, 955431]"
1028,1269,"[1057260, 997309, 1069039, 1031316, 855914]"
1029,1270,"[835243, 1059080, 975229, 5586918, 988736]"
1030,1271,"[1057377, 978343, 1120362, 935126, 864279]"
1031,1272,"[974766, 868764, 986939, 9338009, 905436]"
1032,1273,"[844179, 854852, 866211, 1004906, 916122]"
1033,1274,"[879504, 904813, 963835, 882496, 859237]"
1035,1277,"[1006483, 1033814, 1090884, 828557, 1114198]"
1037,1279,"[969866, 1077267, 1038745, 1031740, 907957]"
1039,1281,"[901976, 9469110, 871061, 1029624, 1110764]"
1040,1282,"[850652, 922092, 1086483, 852181, 6464180]"
1041,1284,"[8205218, 15926886, 1038745, 933527, 1129322]"
1042,1285,"[13380863, 1128240, 925364, 13008321, 1072405]"
1043,1287,"[981591, 865196, 1130375, 943169, 904777]"
1044,1288,"[6039859, 1049735, 902856, 12524016, 1132198]"
1045,1289,"[1110572, 1055155, 936508, 1064213, 910513]"
1046,1290,"[853235, 1059527, 1050699, 992985, 881154]"
1047,1291,"[13007435, 13007846, 13007356, 5591154, 1068258]"
1048,1292,"[923670, 1042544, 1020682, 912914, 1112333]"
1049,1293,"[969419, 988572, 1126922, 852998, 1135468]"
1050,1294,"[833458, 832768, 909800, 10285286, 1092730]"
1051,1295,"[1009821, 6979415, 5569135, 881154, 1134175]"
1052,1296,"[914754, 7467039, 1058021, 868588, 1004385]"
1053,1297,"[970160, 870515, 867138, 932179, 851147]"
1054,1298,"[15717057, 931255, 969703, 9527417, 881154]"
1055,1299,"[1016129, 1043663, 1008212, 921863, 843929]"
1056,1300,"[9245108, 1118627, 853448, 918684, 7431408]"
1057,1302,"[1076875, 9527327, 978354, 1047076, 859987]"
1058,1303,"[1005172, 8090539, 959272, 962199, 1131892]"
1059,1304,"[871611, 1129609, 982833, 5565840, 823576]"
1060,1305,"[1076875, 5565392, 1069538, 837644, 869322]"
1061,1306,"[1085333, 864805, 1039627, 1036699, 821970]"
1062,1307,"[13654702, 1006483, 1126786, 1057102, 1005898]"
1063,1312,"[1039781, 865907, 1045586, 978343, 1132198]"
1064,1313,"[983936, 1073506, 864312, 822407, 7160231]"
1065,1314,"[1102416, 1050741, 1138423, 963365, 10456164]"
1066,1316,"[1137680, 982790, 1137010, 6979415, 951164]"
1067,1317,"[923314, 1016298, 1138292, 1036139, 5568489]"
1068,1318,"[941368, 1113164, 1092906, 849466, 983278]"
1069,1319,"[1112205, 867469, 822646, 1009631, 1080841]"
1070,1320,"[12731432, 896613, 844179, 896085, 827671]"
1071,1321,"[981591, 1107661, 9803545, 869622, 850529]"
1072,1324,"[902659, 13910974, 1031316, 1090286, 865026]"
1073,1325,"[1057365, 1138423, 890423, 9419977, 996425]"
1074,1326,"[1031864, 822073, 1051626, 873964, 1044188]"
1075,1328,"[875089, 1131629, 926523, 1069003, 1030362]"
1076,1329,"[1096548, 1060005, 1088740, 9526628, 954642]"
1077,1330,"[998270, 985265, 9526786, 10457110, 7160185]"
1078,1331,"[963686, 1102416, 1028891, 906581, 842423]"
1079,1332,"[1112205, 954110, 912287, 927498, 1129609]"
1080,1333,"[888586, 1069003, 9338009, 900842, 13008065]"
1081,1334,"[879755, 1110042, 12330607, 1037894, 15925334]"
1082,1335,"[1027372, 1010681, 836286, 13115500, 914476]"
1083,1336,"[982833, 938139, 1097635, 878676, 975085]"
1084,1337,"[923670, 12171407, 1086795, 892500, 1076954]"
1085,1338,"[996425, 989985, 1092026, 1138353, 1095329]"
1086,1340,"[990251, 821083, 1087755, 928092, 13654702]"
1087,1341,"[995242, 934427, 906838, 1126899, 1077555]"
1089,1345,"[1110695, 1061747, 982955, 9803207, 9553170]"
1090,1346,"[908312, 1083207, 5568758, 996795, 6979516]"
1091,1347,"[1107553, 984680, 853927, 820612, 900391]"
1092,1350,"[849843, 1064443, 1061220, 923208, 987571]"
1093,1351,"[1043751, 819978, 866755, 1001475, 1126899]"
1094,1352,"[840227, 1116050, 1028473, 1045826, 897953]"
1095,1353,"[1057260, 948232, 954642, 825176, 900586]"
1096,1354,"[927030, 1081533, 1126045, 980263, 7025044]"
1097,1356,"[1022859, 1102829, 1134398, 1038497, 832001]"
1098,1357,"[866548, 7167865, 9420350, 983897, 976922]"
1099,1358,"[1089766, 1050741, 953609, 1083446, 998373]"
1102,1362,"[7169088, 7168026, 1121393, 890604, 921406]"
1103,1364,"[907957, 1119667, 1101378, 8090570, 1082269]"
1104,1366,"[1082172, 5566800, 9934800, 7409970, 6463710]"
1105,1367,"[1116635, 1076467, 938596, 970866, 1015781]"
1106,1368,"[6464074, 993639, 1078652, 15452641, 989411]"
1107,1369,"[924014, 1011926, 1027691, 1102381, 857538]"
1108,1370,"[1068957, 1061394, 869868, 5563693, 1056427]"
1109,1372,"[858302, 1028715, 972191, 911311, 1125391]"
1110,1373,"[6034857, 1022254, 1098844, 944137, 7462562]"
1111,1374,"[959900, 1093603, 943837, 1009449, 6979393]"
1112,1375,"[948495, 1031253, 1125497, 954642, 921406]"
1113,1376,"[1034176, 9836752, 824073, 1133893, 9831557]"
1114,1378,"[6552318, 9653535, 925579, 7409918, 10457177]"
1115,1379,"[839094, 840227, 862732, 8203451, 972312]"
1116,1382,"[6533681, 901460, 5570383, 950118, 7024830]"
1117,1383,"[13190349, 15926507, 878715, 8181477, 1071759]"
1118,1384,"[1062782, 1031083, 1138487, 1101174, 1139525]"
1119,1385,"[5568197, 890909, 1112754, 953677, 945435]"
1121,1387,"[9270367, 960791, 854133, 9297062, 9419441]"
1122,1388,"[1010190, 1076875, 5570383, 1068865, 981591]"
1123,1389,"[960976, 935126, 1110797, 1076954, 978343]"
1124,1390,"[819112, 882308, 13008334, 864312, 1017472]"
1125,1391,"[7410320, 965772, 5580166, 916990, 9676852]"
1126,1392,"[1018397, 9677202, 981374, 917381, 1131133]"
1127,1393,"[956672, 1010259, 12757544, 895268, 843171]"
1128,1394,"[1131133, 1047486, 1101437, 1125601, 873887]"
1129,1395,"[6533608, 13672065, 906844, 1139782, 1023226]"
1130,1397,"[924427, 865569, 918046, 1092937, 835080]"
1131,1398,"[1011300, 1050741, 1138189, 916993, 999779]"
1132,1399,"[855718, 1093571, 1133191, 1004001, 907392]"
1133,1401,"[1043663, 997907, 7410168, 871611, 1105917]"
1134,1402,"[1057260, 998373, 968936, 969419, 10254379]"
1136,1404,"[7160231, 10455568, 1066893, 908843, 1089108]"
1137,1405,"[6533581, 871563, 1069506, 1025326, 9934800]"
1138,1406,"[939891, 1015508, 1019637, 1065979, 8090546]"
1139,1407,"[6464166, 915459, 1112825, 1034868, 1127701]"
1140,1408,"[882434, 15452705, 1113164, 821787, 8181010]"
1141,1409,"[1116050, 998558, 942565, 820701, 889649]"
1142,1410,"[6463520, 883940, 1064945, 5566800, 1096066]"
1143,1412,"[9677202, 885290, 1097239, 1032512, 8090539]"
1144,1413,"[916122, 1044078, 854852, 824931, 844179]"
1145,1414,"[1126899, 995242, 1033707, 1070820, 1133018]"
1146,1415,"[906309, 1075470, 995242, 8090537, 908531]"
1147,1417,"[873964, 835243, 1073150, 1048260, 992622]"
1148,1418,"[956672, 849697, 958208, 6773232, 1041487]"
1149,1419,"[1019637, 920844, 1048727, 873902, 10204440]"
1150,1420,"[5581401, 6979753, 985911, 8180927, 859426]"
1151,1421,"[15926886, 942045, 1083787, 1106064, 877337]"
1152,1423,"[927080, 13008334, 878445, 1035144, 12731685]"
1153,1424,"[1082212, 1131892, 1023226, 1053282, 8249365]"
1154,1425,"[845193, 1005173, 1101174, 856435, 1069897]"
1155,1426,"[1013868, 1115387, 1127600, 1010190, 999971]"
1156,1427,"[1075032, 1005849, 996009, 9524291, 6979753]"
1157,1428,"[1006250, 1133893, 7410347, 1005107, 919126]"
1158,1429,"[9420312, 1031492, 926909, 1079528, 948670]"
1159,1430,"[9677202, 906844, 900311, 9858847, 904521]"
1160,1431,"[1110572, 1013982, 934399, 948298, 1076875]"
1161,1433,"[1121393, 1133018, 873627, 844165, 849202]"
1162,1434,"[6979128, 908283, 8205577, 1121213, 1065303]"
1163,1437,"[819304, 1132198, 945652, 1093603, 1029112]"
1166,1440,"[7443013, 901460, 873861, 879504, 10198378]"
1167,1443,"[906844, 1057168, 1106064, 1054402, 926823]"
1168,1445,"[6979415, 1043726, 1009361, 1005456, 921438]"
1169,1446,"[983936, 6979427, 9296804, 863859, 12524174]"
1170,1447,"[1093329, 847260, 6391137, 879755, 1076875]"
1172,1450,"[1019142, 1027102, 996795, 6396492, 1093329]"
1173,1451,"[1041688, 1118036, 9934800, 936117, 921763]"
1174,1452,"[10457128, 837495, 1095669, 8068685, 1088448]"
1175,1453,"[1138189, 1092588, 1011298, 827631, 931297]"
1176,1454,"[1045228, 1135096, 9837092, 1049695, 6514160]"
1177,1457,"[822115, 5590158, 1071757, 1127838, 910673]"
1178,1458,"[821787, 8019748, 7409918, 1050038, 962266]"
1179,1459,"[857130, 948832, 822073, 12781666, 974265]"
1180,1460,"[936830, 1006664, 13039088, 948468, 826239]"
1181,1461,"[1080155, 973181, 840386, 1133654, 12132648]"
1182,1462,"[885290, 1060543, 9526906, 1065061, 997423]"
1183,1463,"[9707137, 926210, 8090560, 1104349, 903529]"
1184,1465,"[948811, 1089108, 5591609, 1030362, 9396821]"
1186,1467,"[1085604, 1037894, 859237, 1110572, 999971]"
1187,1470,"[1063739, 9297062, 1082990, 911974, 819112]"
1188,1471,"[879755, 1085604, 852856, 960060, 1126899]"
1189,1473,"[988914, 862876, 938118, 10344718, 1061614]"
1190,1474,"[1110126, 948119, 1049131, 13841744, 5568606]"
1191,1475,"[1057260, 1027835, 841478, 843464, 961980]"
1192,1476,"[907099, 6772782, 918907, 1006111, 823099]"
1193,1477,"[961979, 1125278, 986912, 1001475, 9570062]"
1194,1479,"[7154535, 977374, 932462, 6979415, 9526572]"
1195,1481,"[1017195, 1124475, 1008673, 954994, 15452705]"
1196,1483,"[864335, 1058021, 1133893, 868588, 1139142]"
1197,1484,"[968936, 1138854, 1006250, 915459, 1049906]"
1198,1485,"[13842214, 13842090, 1075368, 1052294, 1119993]"
1199,1486,"[1126899, 878715, 1076842, 893018, 860248]"
1200,1487,"[1051283, 1083813, 846830, 856382, 855138]"
1201,1488,"[1059153, 1110572, 979674, 1017201, 9881593]"
1202,1489,"[971949, 9553382, 923967, 1121384, 1134483]"
1203,1490,"[9297574, 9297062, 1050038, 878222, 6979427]"
1204,1491,"[928749, 981677, 825170, 891632, 839818]"
1205,1492,"[6904786, 1038745, 977481, 984411, 13512060]"
1206,1493,"[1085778, 1000236, 1067928, 902846, 1034511]"
1207,1494,"[998558, 1096797, 1094619, 838797, 987571]"
1208,1495,"[12731544, 1038745, 12731621, 831407, 927291]"
1210,1498,"[862725, 13381458, 1083070, 969494, 9526906]"
1211,1499,"[14106445, 859987, 947201, 8090539, 7024830]"
1212,1500,"[906581, 1059153, 1091090, 8119093, 918046]"
1213,1501,"[1006342, 8019186, 939831, 1116741, 822966]"
1214,1502,"[7441668, 907647, 9338009, 6904613, 940806]"
1215,1503,"[845208, 923746, 1116050, 1128812, 840361]"
1216,1505,"[868764, 918046, 997025, 1043920, 1134379]"
1217,1506,"[959985, 14077333, 900418, 1092149, 869047]"
1218,1507,"[936355, 825218, 13841744, 1018050, 5563693]"
1219,1508,"[871722, 1048750, 1088429, 831296, 891632]"
1220,1509,"[920091, 1016800, 851343, 5588817, 1139569]"
1221,1510,"[968936, 919153, 1036699, 9834742, 865026]"
1222,1511,"[7151824, 7146026, 845193, 840227, 9881592]"
1223,1512,"[839094, 1073506, 1039589, 958549, 1028705]"
1224,1513,"[1118946, 1122547, 892500, 1112825, 1008673]"
1225,1514,"[972357, 9524511, 994614, 7168383, 965050]"
1226,1515,"[1009361, 1048208, 843659, 920654, 13213475]"
1227,1517,"[842416, 836286, 9676851, 911622, 1135822]"
1228,1518,"[907957, 5578437, 853124, 1092149, 978129]"
1229,1519,"[15717057, 1133210, 1096066, 875392, 1067443]"
1230,1520,"[5577022, 968936, 12984227, 1027512, 887234]"
1232,1525,"[827683, 1013407, 839208, 834103, 1038462]"
1233,1526,"[7166723, 900586, 864335, 1109778, 5591538]"
1234,1527,"[826239, 1123496, 862335, 827024, 1138243]"
1235,1528,"[13842088, 1006922, 9837807, 1075368, 9837153]"
1236,1529,"[9546982, 993466, 901762, 1012913, 850652]"
1237,1530,"[936830, 1049372, 1019643, 1001412, 1135096]"
1238,1531,"[977481, 892573, 960791, 1067449, 928092]"
1239,1532,"[1113164, 911609, 929373, 889649, 969494]"
1240,1533,"[971474, 962229, 859676, 1133018, 951590]"
1241,1534,"[982799, 15926507, 881154, 1065303, 971983]"
1242,1535,"[822346, 9884484, 1051810, 1134292, 869047]"
1243,1536,"[865511, 901776, 899201, 897088, 1137010]"
1244,1537,"[10457128, 888054, 970725, 883819, 1054216]"
1245,1539,"[1075368, 844165, 824193, 844179, 862349]"
1246,1540,"[8015407, 10204440, 877175, 1096622, 1106073]"
1247,1541,"[931579, 1012801, 936914, 1068865, 945821]"
1248,1542,"[821083, 942166, 827671, 12695224, 1013615]"
1249,1543,"[1037340, 1008012, 1031740, 1072693, 1005173]"
1250,1544,"[835595, 1080841, 1069506, 860703, 1113141]"
1251,1545,"[1015694, 909338, 901067, 1101502, 891028]"
1252,1546,"[1070129, 1079023, 946489, 1013999, 1059902]"
1253,1547,"[893501, 9934800, 851508, 9676852, 1078666]"
1254,1548,"[1134483, 875392, 9655212, 879734, 890423]"
1255,1549,"[8203851, 902202, 977481, 6704207, 949742]"
1256,1550,"[9707137, 7410215, 827683, 928257, 999621]"
1257,1552,"[997309, 955587, 7166865, 7433888, 1012052]"
1258,1555,"[1119946, 827683, 10456404, 1104483, 9526448]"
1259,1556,"[873887, 1072483, 13842088, 852235, 903513]"
1260,1557,"[888586, 1095944, 987838, 1102829, 970160]"
1261,1558,"[839438, 1030093, 5581335, 891520, 937060]"
1262,1559,"[1026945, 5568758, 828278, 906844, 1016421]"
1263,1560,"[1121384, 1089066, 1114006, 1021519, 1130375]"
1264,1563,"[1031253, 1015781, 12330794, 996425, 1075796]"
1265,1564,"[852235, 1075793, 936594, 1038462, 1130286]"
1266,1565,"[844165, 908531, 844179, 1075368, 6034857]"
1267,1566,"[943940, 1025326, 1039876, 1118623, 833169]"
1268,1567,"[937626, 1084036, 8015407, 912004, 6979393]"
1269,1568,"[882489, 925437, 1066251, 1125391, 1085369]"
1271,1570,"[5569309, 9803433, 1112825, 1085154, 1028891]"
1272,1572,"[919596, 881260, 915459, 1088683, 833724]"
1273,1574,"[918345, 12731543, 9526628, 1045109, 869900]"
1274,1575,"[928092, 993339, 10457590, 852360, 947875]"
1275,1576,"[911812, 943088, 857902, 1076056, 6904775]"
1276,1577,"[6533608, 5570048, 1038443, 12171407, 1016298]"
1277,1578,"[1076875, 945090, 931255, 905817, 952781]"
1278,1579,"[5580166, 982493, 7467026, 871208, 927860]"
1279,1580,"[1061220, 9707137, 851508, 5568964, 1134143]"
1280,1581,"[1125391, 1129610, 1110111, 986869, 1008212]"
1282,1584,"[902856, 10456575, 1028891, 1136719, 1059347]"
1283,1585,"[13842090, 10182862, 936396, 1090706, 912287]"
1284,1586,"[948495, 1072438, 1137100, 7147145, 1118648]"
1285,1587,"[1085604, 858711, 872382, 991575, 849870]"
1286,1588,"[9547021, 1062117, 9526906, 1042571, 841016]"
1287,1590,"[910207, 825118, 944836, 1028891, 6533608]"
1288,1591,"[889533, 1093603, 1055015, 939605, 1078666]"
1289,1592,"[9884698, 1110764, 1128938, 6979526, 1018083]"
1290,1593,"[5592232, 9655679, 889774, 9884698, 1076842]"
1291,1594,"[901976, 1131526, 5590695, 1067695, 862318]"
1292,1595,"[1110042, 1112824, 1006555, 904813, 854607]"
1293,1596,"[1046816, 1042571, 1058404, 829621, 862725]"
1294,1598,"[1120362, 1072917, 1112333, 830304, 920191]"
1295,1599,"[1038462, 1038745, 842423, 935210, 901976]"
1296,1602,"[1015781, 995895, 878026, 929893, 886033]"
1297,1604,"[832678, 15926927, 968164, 1051211, 961851]"
1298,1605,"[963835, 7443348, 951590, 819304, 1079023]"
1299,1607,"[842783, 13776705, 1036501, 862732, 6533608]"
1301,1609,"[955075, 892728, 6632283, 1110483, 959179]"
1302,1611,"[1037840, 884333, 910473, 906838, 1113768]"
1303,1612,"[995198, 1039672, 6463445, 12171414, 7025114]"
1304,1613,"[890283, 1138772, 872508, 823576, 912137]"
1305,1614,"[1009449, 1076056, 9420312, 835243, 834117]"
1308,1618,"[955921, 1018050, 12171414, 887393, 916487]"
1309,1619,"[5563693, 932179, 841309, 1018050, 1006586]"
1310,1620,"[8205218, 969419, 941883, 5587656, 953539]"
1311,1621,"[845914, 9297062, 7433888, 7166861, 7147145]"
1312,1622,"[1006342, 928123, 1091901, 1031864, 1058543]"
1313,1623,"[1101858, 6396492, 1075765, 948832, 877175]"
1314,1624,"[997309, 1051884, 954525, 819840, 1052975]"
1315,1625,"[873203, 969866, 1138189, 859075, 866528]"
1316,1627,"[880427, 861184, 1011926, 5580166, 1038745]"
1317,1629,"[881154, 1072693, 1131384, 916122, 1090931]"
1318,1630,"[1098284, 1107760, 865026, 851101, 8090653]"
1319,1631,"[1097661, 1089766, 992622, 1100658, 9245417]"
1320,1632,"[956672, 942166, 916993, 9858794, 1014054]"
1321,1633,"[1093413, 13008334, 906646, 1091158, 9878513]"
1322,1634,"[6423751, 842392, 838136, 823176, 833458]"
1323,1635,"[1085604, 1126899, 1009449, 1081177, 995242]"
1325,1637,"[1053282, 827999, 911409, 986912, 1014948]"
1326,1638,"[854754, 920844, 911470, 1037332, 1121384]"
1327,1639,"[827683, 7409845, 1030093, 985234, 956125]"
1328,1640,"[9527327, 1110559, 1037840, 8090532, 1075368]"
1330,1642,"[970160, 973916, 848154, 1025650, 995852]"
1331,1643,"[6979753, 905809, 1066893, 1035600, 6464208]"
1332,1644,"[1138189, 923746, 1126899, 943088, 943233]"
1333,1647,"[1092885, 981760, 1081177, 951590, 845208]"
1334,1648,"[985699, 1061220, 5591609, 1002261, 841266]"
1335,1649,"[929726, 869728, 6391381, 849003, 1094924]"
1336,1650,"[854754, 991575, 6703789, 13039088, 906017]"
1337,1651,"[954642, 1135822, 6553571, 7431408, 1114483]"
1338,1653,"[1010190, 870843, 12731543, 902377, 9396821]"
1339,1654,"[9553347, 7441303, 7442007, 856345, 13190349]"
1340,1656,"[986912, 6533362, 1076056, 1133018, 981760]"
1341,1657,"[1013291, 1075470, 1116635, 839208, 1101010]"
1342,1658,"[841236, 906658, 912004, 1004270, 885290]"
1343,1659,"[897671, 6391173, 843929, 7409970, 983795]"
1344,1660,"[5570408, 1010051, 9835960, 6979248, 1075765]"
1345,1661,"[903800, 1131133, 962615, 1054539, 13653499]"
1346,1662,"[880427, 837969, 826239, 13213470, 993639]"
1347,1663,"[983584, 8292955, 1076875, 1092118, 855448]"
1348,1664,"[1048208, 868764, 13213552, 935993, 867309]"
1349,1665,"[1013999, 1009821, 1134143, 1083787, 937406]"
1350,1666,"[889649, 1058021, 994685, 1076516, 1121656]"
1351,1667,"[12731432, 833458, 9835619, 1054402, 1089066]"
1352,1668,"[946788, 1062854, 906658, 894439, 1087986]"
1353,1671,"[992010, 983278, 9483753, 858439, 981591]"
1354,1672,"[1086483, 1096066, 1035207, 985605, 821761]"
1355,1673,"[1036501, 845196, 972665, 6039859, 936117]"
1356,1676,"[888586, 1053403, 1011926, 1026258, 873887]"
1357,1677,"[1135971, 888054, 862318, 1082454, 901460]"
1358,1678,"[873324, 983106, 842423, 1059153, 7409845]"
1359,1679,"[995242, 832678, 1138189, 1073506, 1133018]"
1360,1680,"[1006649, 10355937, 869728, 962588, 959455]"
1361,1681,"[901776, 982755, 1054567, 1024329, 9419443]"
1362,1683,"[5574377, 9803819, 1110111, 877662, 954110]"
1363,1684,"[9881593, 1118235, 8019902, 1027808, 827683]"
1364,1685,"[8181555, 1016274, 1049735, 1100975, 1069039]"
1365,1686,"[8359154, 953539, 1017325, 909472, 887962]"
1366,1687,"[985386, 1010079, 1009567, 823099, 858439]"
1368,1689,"[858514, 9881948, 900598, 1134175, 835300]"
1369,1690,"[833458, 908145, 6534077, 834103, 889649]"
1370,1691,"[1067695, 5574377, 10198378, 922753, 932949]"
1371,1692,"[1052155, 9527417, 1093603, 8359154, 1088683]"
1372,1693,"[5592610, 838712, 6391381, 1019028, 10455984]"
1373,1694,"[1063578, 1138292, 856252, 831296, 977499]"
1374,1695,"[7442007, 12692328, 1088910, 6513810, 9420159]"
1375,1697,"[993838, 15972298, 965292, 9527327, 955370]"
1376,1698,"[902377, 932854, 1104649, 8069336, 10457128]"
1377,1699,"[830203, 1070076, 1106073, 906017, 1048445]"
1378,1700,"[1052975, 15452729, 8249371, 886996, 1100856]"
1380,1702,"[1039126, 933527, 1104056, 10198378, 1016800]"
1381,1703,"[1135868, 1057260, 1098435, 909800, 1067695]"
1382,1704,"[873324, 890610, 1070820, 1082310, 830887]"
1383,1705,"[13842214, 13842090, 1130468, 1048260, 843744]"
1384,1706,"[947798, 1101010, 1027569, 1102456, 1110764]"
1385,1707,"[1085604, 861445, 1016298, 861973, 12263626]"
1386,1708,"[8249365, 1017325, 1116596, 9526906, 839208]"
1387,1710,"[1053988, 1023196, 989157, 822646, 8019592]"
1389,1712,"[827671, 1057260, 819304, 840227, 1015141]"
1390,1713,"[893362, 903602, 1060312, 13841744, 851188]"
1392,1715,"[1077439, 9707461, 916575, 993339, 1010051]"
1393,1716,"[1085604, 991019, 972235, 1065061, 994994]"
1394,1717,"[858439, 852360, 1055425, 882489, 899682]"
1395,1718,"[12171414, 849100, 1134473, 932242, 1069039]"
1396,1719,"[8149620, 1042765, 908312, 1076608, 1011298]"
1397,1720,"[904813, 1039781, 1122547, 856215, 878715]"
1398,1721,"[13841744, 910673, 12782181, 1104649, 5582712]"
1399,1722,"[897953, 9527174, 828114, 9420102, 1102090]"
1400,1723,"[870559, 876626, 6979393, 13003101, 5580166]"
1401,1724,"[1095710, 883670, 970698, 10345155, 1011427]"
1402,1726,"[6391381, 1044487, 9934800, 963835, 849100]"
1403,1728,"[5572220, 873887, 7466852, 1034838, 863762]"
1404,1729,"[888586, 1000462, 10355865, 962266, 6391173]"
1405,1730,"[1092937, 1092588, 1031864, 1093113, 1138292]"
1406,1731,"[1082310, 1017472, 888054, 822115, 10455568]"
1407,1732,"[960791, 857597, 1065122, 1027849, 7410201]"
1408,1733,"[894439, 13842088, 6904613, 885290, 1095068]"
1409,1735,"[1082990, 909338, 912147, 965041, 1059075]"
1410,1737,"[856335, 901062, 916122, 923746, 1105623]"
1411,1738,"[1118033, 922847, 1080155, 1131974, 1114006]"
1412,1739,"[989150, 8205218, 961851, 834103, 9297017]"
1413,1740,"[1075368, 936470, 1029112, 854754, 991575]"
1414,1742,"[864335, 7443013, 1114653, 9420312, 908843]"
1415,1743,"[927851, 1011427, 12132322, 1095227, 7467081]"
1416,1744,"[916758, 900391, 895268, 998373, 1047769]"
1417,1745,"[988697, 936914, 13909964, 978974, 7166861]"
1418,1746,"[1072693, 925437, 820895, 1043663, 1121603]"
1419,1747,"[1011502, 977559, 909349, 5572828, 825118]"
1420,1748,"[947798, 936117, 13512017, 1100273, 912860]"
1421,1749,"[934399, 878715, 886536, 1131488, 955587]"
1423,1751,"[1082990, 882308, 908089, 1120307, 906830]"
1424,1752,"[1119089, 851508, 5592261, 1075282, 1108131]"
1425,1753,"[879755, 905120, 1043895, 1089066, 921345]"
1426,1754,"[837107, 992529, 12349850, 1101932, 12301338]"
1427,1755,"[1093413, 1057749, 10341855, 1002418, 7160231]"
1428,1758,"[1115553, 1076954, 896085, 953539, 877447]"
1429,1759,"[888111, 908089, 10200563, 1065331, 13417846]"
1430,1760,"[983584, 906838, 9297310, 927695, 851676]"
1431,1761,"[12263364, 1139702, 1072693, 6978886, 972312]"
1432,1762,"[1002261, 6513810, 1016800, 1125904, 1080429]"
1433,1763,"[857902, 5569172, 1041259, 834396, 1057011]"
1434,1764,"[1010870, 1075796, 1054539, 5565925, 1119399]"
1435,1765,"[7169088, 1137221, 971949, 908145, 902846]"
1436,1766,"[934676, 1026118, 975649, 1044078, 929309]"
1437,1767,"[890283, 983278, 1065122, 1116635, 845109]"
1438,1768,"[6391134, 848154, 1120532, 838010, 9707137]"
1439,1769,"[5563693, 906646, 1109778, 999625, 920191]"
1440,1770,"[960791, 854754, 1082990, 903529, 839094]"
1442,1773,"[1001412, 887219, 1054483, 8019233, 9527323]"
1443,1774,"[869388, 907647, 1082990, 9297062, 937626]"
1444,1775,"[1037332, 12188195, 9655078, 853756, 7410343]"
1445,1776,"[825494, 838010, 848154, 926065, 929726]"
1446,1777,"[1111129, 975588, 1003616, 864893, 873887]"
1447,1778,"[1007414, 837644, 9859133, 1091021, 842522]"
1448,1779,"[1125391, 951094, 1065556, 867016, 963365]"
1449,1781,"[13416117, 980353, 1031316, 15596834, 1095227]"
1450,1782,"[1021519, 901460, 1137540, 866292, 1076738]"
1451,1783,"[892728, 1095751, 1124971, 1016274, 999599]"
1452,1784,"[1014054, 5592232, 849578, 12263857, 1019247]"
1453,1785,"[5591609, 878739, 938512, 12330856, 905436]"
1454,1786,"[10285144, 1026118, 1006649, 981760, 951590]"
1455,1788,"[823775, 934399, 861792, 6391381, 970160]"
1456,1789,"[982833, 996156, 1099905, 1126899, 1135868]"
1457,1790,"[997309, 828278, 1131634, 13213567, 12984227]"
1458,1791,"[1088683, 1114597, 845894, 915064, 883940]"
1459,1792,"[1075368, 906917, 880888, 1089766, 1023160]"
1461,1794,"[1102416, 10344585, 1057749, 6533394, 1139142]"
1462,1795,"[1101932, 915617, 1112667, 5567148, 13417587]"
